text,sentiment,eof,responsiveness,accuracy,
ট্রাক্টর কোম্পানির বিরুদ্ধে অভিযোগ করতে চাই,negative,low,n/a,n/a,
আমি মোবাইল কিনতে গিয়ে অনলাইনে প্রতারণার শিকার হয়েছি,negative,low,n/a,low,
কোনো ঘটনা ঘটার পাঁচ বা ছয় মাস পরে ভোক্তা অধিদপ্তরে মোবাইল অপারেটরের বিরুদ্ধে অভিযোগ করা যাবে,neutral,low,n/a,n/a,
"ঢাকার বাইরে সেবাটা চালু হয়নি, সেটা আগে বললেই পারতেন, অযথা সময় নষ্ট",negative,low,slow,n/a,
"ভাইয়া ফেসবুক পেজ থেকে কিছু নিলে তার জন্য কী করা যায়, আমার কাছে ফোন নম্বর আছে, বিকাশ নম্বরও আছে, আমি এখন কী করতে পারি, দয়া করে বলুন, আমি ঢাকায় থাকি, আমার সাথে বরিশাল থেকে প্রতারণা করেছে, আমার আবেদন কি করা যাবে",negative,low,n/a,low,
"অনলাইনে একটি ফেসবুক আইডি থেকে কেনাকাটার জন্য অর্ডার করেছিলাম, অগ্রিম টাকা নিয়েছে কিন্তু এখন ওই আইডি এবং যে নগদ নম্বরে টাকা দিয়েছিলাম দুটোই বন্ধ, এখন আমি কি এটার জন্য ভোক্তা অধিকার পরিষদে অভিযোগ করলে কোনো উপকার পাবো, যে নগদ নম্বরটা ওনারা দিয়েছিলো টাকা নেওয়ার জন্য, ওই নম্বরটা ট্রুকলারে সার্চ করলে লক্ষ্মীপুর, রামগঞ্জ ঠিকানা দেখাচ্ছে",negative,low,slow,low,
"আমি অভিযোগ করবো আজকে আর অভিযান করবে দুই মাস পরে, কী কাহিনি",negative,low,slow,n/a,
ধন্যবাদ,positive,n/a,n/a,n/a,
"আবেদন তো করলাম, দেখি কী হয়",neutral,low,n/a,n/a,
ধন্যবাদ,positive,n/a,n/a,n/a,
ঢাকা জেলার বাইরে কি এখন চালু হয়েছে,neutral,low,n/a,n/a,
"ভাই ব্রাহ্মণবাড়িয়া জেলা থানা নবীনগর গ্রাম বিদ্যাকুট বাজারে মার্কেট অথবা ছোটখাটো যেসব দোকান আছে, সব দোকানে প্রত্যেকটা পণ্যের দাম বেশি নিচ্ছে, যেমন এনার্জি পানীয় স্পিড গায়ের মূল্য পঁচিশ টাকা, তারা নিচ্ছে ত্রিশ টাকা করে, মোটকথা প্রত্যেকটা জিনিসের দাম গায়ের মূল্য থেকে বেশি নিচ্ছে, আমি আজকে এনার্জি পানীয় স্পিড গায়ের মূল্য দেখছি পঁচিশ টাকা, কিন্তু আমার কাছ থেকে নিচ্ছে ত্রিশ টাকা করে, এখন কী করতে পারি, আপনি কি আমাকে সাহায্য করতে পারবেন",negative,n/a,n/a,low,
ধন্যবাদ,positive,n/a,n/a,n/a,
আরেকটি,neutral,n/a,n/a,n/a,
ভালো,positive,n/a,n/a,n/a,
ঠিক আছে,positive,n/a,n/a,n/a,
হ্যাঁ,positive,n/a,n/a,n/a,
"আপনি ভিডিওতে বলছেন যে ঢাকার বাইরে কেউ আবেদন করতে পারবে না, তাহলে আমাদের ফেনী সোনাগাজীতে ভোক্তা অধিদপ্তরের কোনো সহযোগিতা পাব না, বিশেষ করে আমাদের এদিকে সেবাটা চালু আছে কিনা, যদি বলেন খুশি হব",negative,low,n/a,n/a,
"ভাই আমাদের এদিকে এক টাকা দুই টাকা পয়সা নিতে চায় না, অভিযোগ করবো কীভাবে",negative,low,n/a,n/a,
অনেক ধন্যবাদ,positive,n/a,n/a,n/a,
ভাইয়া আমি কিছু বলতে চাই,neutral,n/a,n/a,n/a,
"অনলাইনে কিনেছি, ফেসবুক মার্কেটপ্লেস থেকে, কী করা যায়, আমাকে সাহায্য করুন",negative,low,n/a,low,
